Genre Name,Count,Link
games,75346,https://www.goodreads.com/genres/games
gaming,57175,https://www.goodreads.com/genres/gaming
gaming-fiction,3818,https://www.goodreads.com/genres/gaming-fiction
gardening,110042,https://www.goodreads.com/genres/gardening
gastronomy,8451,https://www.goodreads.com/genres/gastronomy
gay,359923,https://www.goodreads.com/genres/gay
gay-erotica,11782,https://www.goodreads.com/genres/gay-erotica
gay-fiction,42144,https://www.goodreads.com/genres/gay-fiction
gay-for-you,32838,https://www.goodreads.com/genres/gay-for-you
geek,66109,https://www.goodreads.com/genres/geek
gemstones,5216,https://www.goodreads.com/genres/gemstones
gender,202770,https://www.goodreads.com/genres/gender
gender-and-sexuality,57627,https://www.goodreads.com/genres/gender-and-sexuality
genderfluid,1019,https://www.goodreads.com/genres/genderfluid
genderfuck,1371,https://www.goodreads.com/genres/genderfuck
gender-identity,7566,https://www.goodreads.com/genres/gender-identity
genderqueer,3604,https://www.goodreads.com/genres/genderqueer
gender-roles,24465,https://www.goodreads.com/genres/gender-roles
gender-studies,84409,https://www.goodreads.com/genres/gender-studies
genetics,28563,https://www.goodreads.com/genres/genetics
geoffrey-chaucer,849,https://www.goodreads.com/genres/geoffrey-chaucer
geography,133603,https://www.goodreads.com/genres/geography
geology,22166,https://www.goodreads.com/genres/geology
geometry,4508,https://www.goodreads.com/genres/geometry
georgian,42652,https://www.goodreads.com/genres/georgian
georgian-romance,8644,https://www.goodreads.com/genres/georgian-romance
german-literature,124860,https://www.goodreads.com/genres/german-literature
germany,216981,https://www.goodreads.com/genres/germany
gettysburg-campaign,216,https://www.goodreads.com/genres/gettysburg-campaign
ghana,4691,https://www.goodreads.com/genres/ghana
ghosts,303244,https://www.goodreads.com/genres/ghosts
ghost-stories,75021,https://www.goodreads.com/genres/ghost-stories
gliders,492,https://www.goodreads.com/genres/gliders
global-warming,5024,https://www.goodreads.com/genres/global-warming
gnosticism,11456,https://www.goodreads.com/genres/gnosticism
go,26422,https://www.goodreads.com/genres/go
god,72282,https://www.goodreads.com/genres/god
goddess,13611,https://www.goodreads.com/genres/goddess
gods,89768,https://www.goodreads.com/genres/gods
golden-age-mystery,22315,https://www.goodreads.com/genres/golden-age-mystery
google,83185,https://www.goodreads.com/genres/google
goth,31645,https://www.goodreads.com/genres/goth
gothic,413227,https://www.goodreads.com/genres/gothic
gothic-horror,77366,https://www.goodreads.com/genres/gothic-horror
gothic-revival,505,https://www.goodreads.com/genres/gothic-revival
gothic-romance,34341,https://www.goodreads.com/genres/gothic-romance
government,98985,https://www.goodreads.com/genres/government
grad-school,271322,https://www.goodreads.com/genres/grad-school
graffiti,1608,https://www.goodreads.com/genres/graffiti
graphica,13318,https://www.goodreads.com/genres/graphica
graphic-literature,12109,https://www.goodreads.com/genres/graphic-literature
graphic-non-fiction,5380,https://www.goodreads.com/genres/graphic-non-fiction
graphic-novels,2852735,https://www.goodreads.com/genres/graphic-novels
graphic-novels-comics,335760,https://www.goodreads.com/genres/graphic-novels-comics
graphic-novels-comics-manga,61192,https://www.goodreads.com/genres/graphic-novels-comics-manga
graphic-novels-manga,121549,https://www.goodreads.com/genres/graphic-novels-manga
greece,100933,https://www.goodreads.com/genres/greece
greek-mythology,80832,https://www.goodreads.com/genres/greek-mythology
green,123105,https://www.goodreads.com/genres/green
grimm,5997,https://www.goodreads.com/genres/grimm
growth-mindset,13870,https://www.goodreads.com/genres/growth-mindset
guidebook,6685,https://www.goodreads.com/genres/guidebook
guides,41246,https://www.goodreads.com/genres/guides
guinea,1513,https://www.goodreads.com/genres/guinea
guinea-bissau,573,https://www.goodreads.com/genres/guinea-bissau
habsburg-empire,759,https://www.goodreads.com/genres/habsburg-empire
habsburg-spain,469,https://www.goodreads.com/genres/habsburg-spain
hackers,6427,https://www.goodreads.com/genres/hackers
halloween,174408,https://www.goodreads.com/genres/halloween
harare,442,https://www.goodreads.com/genres/harare
hard-boiled,36025,https://www.goodreads.com/genres/hard-boiled
hard-science-fiction,22800,https://www.goodreads.com/genres/hard-science-fiction
harem,28401,https://www.goodreads.com/genres/harem
harlequin,267132,https://www.goodreads.com/genres/harlequin
harlequin-blaze,13641,https://www.goodreads.com/genres/harlequin-blaze
harlequin-category-romance,2319,https://www.goodreads.com/genres/harlequin-category-romance
harlequin-desire,16206,https://www.goodreads.com/genres/harlequin-desire
harlequin-heartwarming,2012,https://www.goodreads.com/genres/harlequin-heartwarming
harlequin-historical,11043,https://www.goodreads.com/genres/harlequin-historical
harlequin-kimani-romance,575,https://www.goodreads.com/genres/harlequin-kimani-romance
harlequin-medical-romance,653,https://www.goodreads.com/genres/harlequin-medical-romance
harlequin-nocturne,5369,https://www.goodreads.com/genres/harlequin-nocturne
harlequin-presents,61300,https://www.goodreads.com/genres/harlequin-presents
harlequin-romance,53874,https://www.goodreads.com/genres/harlequin-romance
harlequin-romantic-suspense,1856,https://www.goodreads.com/genres/harlequin-romantic-suspense
harlequin-teen,5049,https://www.goodreads.com/genres/harlequin-teen
health,510860,https://www.goodreads.com/genres/health
health-care,9882,https://www.goodreads.com/genres/health-care
helicopters,1233,https://www.goodreads.com/genres/helicopters
herbs,10690,https://www.goodreads.com/genres/herbs
heritage-preservation,6,https://www.goodreads.com/genres/heritage-preservation
heroic-fantasy,53353,https://www.goodreads.com/genres/heroic-fantasy
hierarchy,2489,https://www.goodreads.com/genres/hierarchy
high-fantasy,470630,https://www.goodreads.com/genres/high-fantasy
high-school,669474,https://www.goodreads.com/genres/high-school
hinduism,21877,https://www.goodreads.com/genres/hinduism
hip-hop,4950,https://www.goodreads.com/genres/hip-hop
historical,2947314,https://www.goodreads.com/genres/historical
historical-costume,786,https://www.goodreads.com/genres/historical-costume
historical-fantasy,188124,https://www.goodreads.com/genres/historical-fantasy
historical-fiction,5614883,https://www.goodreads.com/genres/historical-fiction
historical-mystery,210476,https://www.goodreads.com/genres/historical-mystery
historical-romance,1408917,https://www.goodreads.com/genres/historical-romance
historical-romance-clean,842,https://www.goodreads.com/genres/historical-romance-clean
historical-sewing,228,https://www.goodreads.com/genres/historical-sewing
history,5471889,https://www.goodreads.com/genres/history
history-and-politics,57629,https://www.goodreads.com/genres/history-and-politics
history-civil-war-eastern-theater,467,https://www.goodreads.com/genres/history-civil-war-eastern-theater
history-of-medicine,6911,https://www.goodreads.com/genres/history-of-medicine
history-of-science,39043,https://www.goodreads.com/genres/history-of-science
hoaxes,1222,https://www.goodreads.com/genres/hoaxes
hockey,50638,https://www.goodreads.com/genres/hockey
holiday,264921,https://www.goodreads.com/genres/holiday
holland,8847,https://www.goodreads.com/genres/holland
holocaust,138695,https://www.goodreads.com/genres/holocaust
holocaust-denial,699,https://www.goodreads.com/genres/holocaust-denial
home-economics,3716,https://www.goodreads.com/genres/home-economics
homeopathy,2170,https://www.goodreads.com/genres/homeopathy
horoscopes,699,https://www.goodreads.com/genres/horoscopes
horror,3025436,https://www.goodreads.com/genres/horror
horse-racing,5213,https://www.goodreads.com/genres/horse-racing
horses,82219,https://www.goodreads.com/genres/horses
horticulture,8635,https://www.goodreads.com/genres/horticulture
hot-air-balloons,1102,https://www.goodreads.com/genres/hot-air-balloons
how-to,139885,https://www.goodreads.com/genres/how-to
hqn,45689,https://www.goodreads.com/genres/hqn
hugo-awards,16654,https://www.goodreads.com/genres/hugo-awards
huguenots,793,https://www.goodreads.com/genres/huguenots
human-capital,910,https://www.goodreads.com/genres/human-capital
human-development,20637,https://www.goodreads.com/genres/human-development
human-ecology,2488,https://www.goodreads.com/genres/human-ecology
humanities,141708,https://www.goodreads.com/genres/humanities
human-resources,6883,https://www.goodreads.com/genres/human-resources
humor,1854576,https://www.goodreads.com/genres/humor
humorism,979,https://www.goodreads.com/genres/humorism
hungarian-literature,7770,https://www.goodreads.com/genres/hungarian-literature
hungary,21862,https://www.goodreads.com/genres/hungary
hydrogeology,18,https://www.goodreads.com/genres/hydrogeology
illness,99682,https://www.goodreads.com/genres/illness
income-tax,72,https://www.goodreads.com/genres/income-tax
india,215174,https://www.goodreads.com/genres/india
indian-literature,28085,https://www.goodreads.com/genres/indian-literature
indigenous-history,2551,https://www.goodreads.com/genres/indigenous-history
indonesian-literature,7975,https://www.goodreads.com/genres/indonesian-literature
infant-mortality,441,https://www.goodreads.com/genres/infant-mortality
informatics,3674,https://www.goodreads.com/genres/informatics
information-science,7127,https://www.goodreads.com/genres/information-science
informed-consent,497,https://www.goodreads.com/genres/informed-consent
innumeracy,535,https://www.goodreads.com/genres/innumeracy
inspirational,464864,https://www.goodreads.com/genres/inspirational
intelligent-design,1566,https://www.goodreads.com/genres/intelligent-design
intensive-care,2,https://www.goodreads.com/genres/intensive-care
international,357534,https://www.goodreads.com/genres/international
international-development,11886,https://www.goodreads.com/genres/international-development
international-literature,53491,https://www.goodreads.com/genres/international-literature
international-relations,53246,https://www.goodreads.com/genres/international-relations
internet,47377,https://www.goodreads.com/genres/internet
interracial-romance,53289,https://www.goodreads.com/genres/interracial-romance
intersex,2068,https://www.goodreads.com/genres/intersex
iran,43487,https://www.goodreads.com/genres/iran
ireland,161060,https://www.goodreads.com/genres/ireland
irish-civil-war,641,https://www.goodreads.com/genres/irish-civil-war
irish-literature,40840,https://www.goodreads.com/genres/irish-literature
islam,157500,https://www.goodreads.com/genres/islam
islamic-terrorism,925,https://www.goodreads.com/genres/islamic-terrorism
islamism,3690,https://www.goodreads.com/genres/islamism
israel,51546,https://www.goodreads.com/genres/israel
italian-literature,52134,https://www.goodreads.com/genres/italian-literature
italy,211412,https://www.goodreads.com/genres/italy
ivory-coast,901,https://www.goodreads.com/genres/ivory-coast
japan,328169,https://www.goodreads.com/genres/japan
japanese-history,10983,https://www.goodreads.com/genres/japanese-history
japanese-literature,97830,https://www.goodreads.com/genres/japanese-literature
jazz,21432,https://www.goodreads.com/genres/jazz
jewellery,1768,https://www.goodreads.com/genres/jewellery
jewellery-making,607,https://www.goodreads.com/genres/jewellery-making
jewish,142050,https://www.goodreads.com/genres/jewish
johannesburg,679,https://www.goodreads.com/genres/johannesburg
jokes,4915,https://www.goodreads.com/genres/jokes
josei,31771,https://www.goodreads.com/genres/josei
journal,44516,https://www.goodreads.com/genres/journal
journaling,6273,https://www.goodreads.com/genres/journaling
journalism,148292,https://www.goodreads.com/genres/journalism
judaica,42106,https://www.goodreads.com/genres/judaica
judaism,86013,https://www.goodreads.com/genres/judaism
junk-science,703,https://www.goodreads.com/genres/junk-science
juvenile,516934,https://www.goodreads.com/genres/juvenile
kazakhstan,1838,https://www.goodreads.com/genres/kazakhstan
kenya,10702,https://www.goodreads.com/genres/kenya
khartoum,446,https://www.goodreads.com/genres/khartoum
kigali,448,https://www.goodreads.com/genres/kigali
kinshasa,14,https://www.goodreads.com/genres/kinshasa
knitting,70394,https://www.goodreads.com/genres/knitting
komik,43617,https://www.goodreads.com/genres/komik
ku-klux-klan,939,https://www.goodreads.com/genres/ku-klux-klan
labor,24637,https://www.goodreads.com/genres/labor
lais,1207,https://www.goodreads.com/genres/lais
landscaping,1470,https://www.goodreads.com/genres/landscaping
language,323696,https://www.goodreads.com/genres/language
lapidary,535,https://www.goodreads.com/genres/lapidary
latin-american,57644,https://www.goodreads.com/genres/latin-american
latin-american-history,9414,https://www.goodreads.com/genres/latin-american-history
latin-american-literature,33793,https://www.goodreads.com/genres/latin-american-literature
law,182054,https://www.goodreads.com/genres/law
lds,51858,https://www.goodreads.com/genres/lds
lds-fiction,22138,https://www.goodreads.com/genres/lds-fiction
lds-non-fiction,5719,https://www.goodreads.com/genres/lds-non-fiction
leadership,323970,https://www.goodreads.com/genres/leadership
lebanon,15482,https://www.goodreads.com/genres/lebanon
led-zeppelin,595,https://www.goodreads.com/genres/led-zeppelin
legal-ethics,550,https://www.goodreads.com/genres/legal-ethics
legal-thriller,45593,https://www.goodreads.com/genres/legal-thriller
lenin,1649,https://www.goodreads.com/genres/lenin
leningrad,1181,https://www.goodreads.com/genres/leningrad
lesbian,147334,https://www.goodreads.com/genres/lesbian
lesbian-fiction,29517,https://www.goodreads.com/genres/lesbian-fiction
lesbian-romance,32409,https://www.goodreads.com/genres/lesbian-romance
lesbotronic,509,https://www.goodreads.com/genres/lesbotronic
lesotho,1241,https://www.goodreads.com/genres/lesotho
lgbt,1196125,https://www.goodreads.com/genres/lgbt
lgbt-memoir,132,https://www.goodreads.com/genres/lgbt-memoir
liberia,3218,https://www.goodreads.com/genres/liberia
librarianship,12877,https://www.goodreads.com/genres/librarianship
library-science,17018,https://www.goodreads.com/genres/library-science
libya,4062,https://www.goodreads.com/genres/libya
lie,1901,https://www.goodreads.com/genres/lie
light-novel,84890,https://www.goodreads.com/genres/light-novel
linguistics,116401,https://www.goodreads.com/genres/linguistics
literary-criticism,138848,https://www.goodreads.com/genres/literary-criticism
literary-fiction,1010963,https://www.goodreads.com/genres/literary-fiction
literature,1851264,https://www.goodreads.com/genres/literature
live-action-roleplaying,445,https://www.goodreads.com/genres/live-action-roleplaying
local-history,11028,https://www.goodreads.com/genres/local-history
loch-ness-monster,717,https://www.goodreads.com/genres/loch-ness-monster
logic,40293,https://www.goodreads.com/genres/logic
london-underground,1454,https://www.goodreads.com/genres/london-underground
love,877321,https://www.goodreads.com/genres/love
lovecraftian,29480,https://www.goodreads.com/genres/lovecraftian
love-inspired,38008,https://www.goodreads.com/genres/love-inspired
love-inspired-historical,6963,https://www.goodreads.com/genres/love-inspired-historical
love-inspired-suspense,13170,https://www.goodreads.com/genres/love-inspired-suspense
love-story,360770,https://www.goodreads.com/genres/love-story
loveswept,6965,https://www.goodreads.com/genres/loveswept
low-fantasy,137300,https://www.goodreads.com/genres/low-fantasy
lusaka,444,https://www.goodreads.com/genres/lusaka
luxemburg,565,https://www.goodreads.com/genres/luxemburg
madagascar,1542,https://www.goodreads.com/genres/madagascar
magic,1411140,https://www.goodreads.com/genres/magic
magical-realism,507729,https://www.goodreads.com/genres/magical-realism
magick,73539,https://www.goodreads.com/genres/magick
mail-order-brides,6248,https://www.goodreads.com/genres/mail-order-brides
malabo,463,https://www.goodreads.com/genres/malabo
malawi,1268,https://www.goodreads.com/genres/malawi
mali,2073,https://www.goodreads.com/genres/mali
management,149164,https://www.goodreads.com/genres/management
managers,940,https://www.goodreads.com/genres/managers
manga,5294310,https://www.goodreads.com/genres/manga
manga-romance,31642,https://www.goodreads.com/genres/manga-romance
manhwa,44977,https://www.goodreads.com/genres/manhwa
mannerpunk,3664,https://www.goodreads.com/genres/mannerpunk
maps,26200,https://www.goodreads.com/genres/maps
marathi,17172,https://www.goodreads.com/genres/marathi
maritime,33877,https://www.goodreads.com/genres/maritime
marriage,256176,https://www.goodreads.com/genres/marriage
martial-artist,2,https://www.goodreads.com/genres/martial-artist
martial-arts,55130,https://www.goodreads.com/genres/martial-arts
martyr,1083,https://www.goodreads.com/genres/martyr
martyrdom,1978,https://www.goodreads.com/genres/martyrdom
marvel,291108,https://www.goodreads.com/genres/marvel
mary-i,1265,https://www.goodreads.com/genres/mary-i
mary-shelley,2460,https://www.goodreads.com/genres/mary-shelley
mary-wollstonecraft,824,https://www.goodreads.com/genres/mary-wollstonecraft
material-culture,5584,https://www.goodreads.com/genres/material-culture
mathematics,143339,https://www.goodreads.com/genres/mathematics
mauritania,773,https://www.goodreads.com/genres/mauritania
mauritius,1928,https://www.goodreads.com/genres/mauritius
media-tie-in,124181,https://www.goodreads.com/genres/media-tie-in
medical,235254,https://www.goodreads.com/genres/medical
medical-ethics,7017,https://www.goodreads.com/genres/medical-ethics
medicine,178444,https://www.goodreads.com/genres/medicine
medieval,287409,https://www.goodreads.com/genres/medieval
medievalesque,569,https://www.goodreads.com/genres/medievalesque
medieval-history,48331,https://www.goodreads.com/genres/medieval-history
medievalism,11467,https://www.goodreads.com/genres/medievalism
medieval-romance,20985,https://www.goodreads.com/genres/medieval-romance
memoir,1436830,https://www.goodreads.com/genres/memoir
menage,226856,https://www.goodreads.com/genres/menage
mental-health,459590,https://www.goodreads.com/genres/mental-health
mental-illness,279284,https://www.goodreads.com/genres/mental-illness
mermaids,58873,https://www.goodreads.com/genres/mermaids
metallurgy,520,https://www.goodreads.com/genres/metallurgy
metaphysics,85534,https://www.goodreads.com/genres/metaphysics
m-f-f,1960,https://www.goodreads.com/genres/m-f-f
m-f-m,27630,https://www.goodreads.com/genres/m-f-m
m-f-romance,89933,https://www.goodreads.com/genres/m-f-romance
microhistory,31971,https://www.goodreads.com/genres/microhistory
middle-english-literature,842,https://www.goodreads.com/genres/middle-english-literature
middle-grade,1304293,https://www.goodreads.com/genres/middle-grade
military-fiction,67508,https://www.goodreads.com/genres/military-fiction
military-historical-fiction,3679,https://www.goodreads.com/genres/military-historical-fiction
military-history,155816,https://www.goodreads.com/genres/military-history
military-romance,45247,https://www.goodreads.com/genres/military-romance
military-science-fiction,28581,https://www.goodreads.com/genres/military-science-fiction
mills-and-boon,34781,https://www.goodreads.com/genres/mills-and-boon
mineralogy,535,https://www.goodreads.com/genres/mineralogy
mira,18040,https://www.goodreads.com/genres/mira
mixed-martial-arts,976,https://www.goodreads.com/genres/mixed-martial-arts
m-m-aliens,601,https://www.goodreads.com/genres/m-m-aliens
m-m-contemporary,48006,https://www.goodreads.com/genres/m-m-contemporary
m-m-f,20842,https://www.goodreads.com/genres/m-m-f
m-m-fantasy,13355,https://www.goodreads.com/genres/m-m-fantasy
m-m-futuristic,892,https://www.goodreads.com/genres/m-m-futuristic
m-m-historical-romance,1746,https://www.goodreads.com/genres/m-m-historical-romance
m-m-horror,642,https://www.goodreads.com/genres/m-m-horror
m-m-m,25719,https://www.goodreads.com/genres/m-m-m
m-m-m-f,1711,https://www.goodreads.com/genres/m-m-m-f
m-m-m-m,2268,https://www.goodreads.com/genres/m-m-m-m
m-m-mystery,4540,https://www.goodreads.com/genres/m-m-mystery
m-m-new-adult,238,https://www.goodreads.com/genres/m-m-new-adult
m-m-office-romance,80,https://www.goodreads.com/genres/m-m-office-romance
mmorpg,1920,https://www.goodreads.com/genres/mmorpg
m-m-paranormal,41119,https://www.goodreads.com/genres/m-m-paranormal
m-m-romance,398759,https://www.goodreads.com/genres/m-m-romance
m-m-romantic-suspense,1001,https://www.goodreads.com/genres/m-m-romantic-suspense
m-m-science-fiction,2829,https://www.goodreads.com/genres/m-m-science-fiction
m-m-shapeshifters,936,https://www.goodreads.com/genres/m-m-shapeshifters
m-m-sports-romance,473,https://www.goodreads.com/genres/m-m-sports-romance
m-m-supernatural,3962,https://www.goodreads.com/genres/m-m-supernatural
m-m-urban-fantasy,4128,https://www.goodreads.com/genres/m-m-urban-fantasy
m-m-young-adult,620,https://www.goodreads.com/genres/m-m-young-adult
modern,596433,https://www.goodreads.com/genres/modern
modern-classics,342213,https://www.goodreads.com/genres/modern-classics
mogadishu,487,https://www.goodreads.com/genres/mogadishu
mombasa,443,https://www.goodreads.com/genres/mombasa
money,113231,https://www.goodreads.com/genres/money
money-management,3750,https://www.goodreads.com/genres/money-management
monrovia,71,https://www.goodreads.com/genres/monrovia
monsters,169055,https://www.goodreads.com/genres/monsters
mormonism,11116,https://www.goodreads.com/genres/mormonism
moroccan,1423,https://www.goodreads.com/genres/moroccan
morocco,17916,https://www.goodreads.com/genres/morocco
moscow,6681,https://www.goodreads.com/genres/moscow
motorcycle,20144,https://www.goodreads.com/genres/motorcycle
motorcycling,1116,https://www.goodreads.com/genres/motorcycling
mountaineering,15521,https://www.goodreads.com/genres/mountaineering
mozambique,2920,https://www.goodreads.com/genres/mozambique
multicultural-literature,27648,https://www.goodreads.com/genres/multicultural-literature
multiple-partners,21457,https://www.goodreads.com/genres/multiple-partners
multiplication,704,https://www.goodreads.com/genres/multiplication
murder-mystery,299580,https://www.goodreads.com/genres/murder-mystery
muscovy,887,https://www.goodreads.com/genres/muscovy
museology,1618,https://www.goodreads.com/genres/museology
museums,13381,https://www.goodreads.com/genres/museums
music,679925,https://www.goodreads.com/genres/music
musicals,24367,https://www.goodreads.com/genres/musicals
music-biography,5972,https://www.goodreads.com/genres/music-biography
musician-erotica,830,https://www.goodreads.com/genres/musician-erotica
musicians,53373,https://www.goodreads.com/genres/musicians
muslimah,770,https://www.goodreads.com/genres/muslimah
muslims,5253,https://www.goodreads.com/genres/muslims
mystery,6258521,https://www.goodreads.com/genres/mystery
mystery-thriller,1201681,https://www.goodreads.com/genres/mystery-thriller
mysticism,67832,https://www.goodreads.com/genres/mysticism
mythology,807842,https://www.goodreads.com/genres/mythology
nairobi,2142,https://www.goodreads.com/genres/nairobi
namibia,1893,https://www.goodreads.com/genres/namibia
native-american-history,8551,https://www.goodreads.com/genres/native-american-history
native-americans,32965,https://www.goodreads.com/genres/native-americans
natural-history,71116,https://www.goodreads.com/genres/natural-history
nature,446925,https://www.goodreads.com/genres/nature
naturopathy,1292,https://www.goodreads.com/genres/naturopathy
naval-historical-fiction,1649,https://www.goodreads.com/genres/naval-historical-fiction
naval-history,11106,https://www.goodreads.com/genres/naval-history
nazarene,449,https://www.goodreads.com/genres/nazarene
nazi-party,9090,https://www.goodreads.com/genres/nazi-party
near-future,66166,https://www.goodreads.com/genres/near-future
neo-medieval,1098,https://www.goodreads.com/genres/neo-medieval
nerd,56368,https://www.goodreads.com/genres/nerd
neuroscience,70579,https://www.goodreads.com/genres/neuroscience
new-adult,1486208,https://www.goodreads.com/genres/new-adult
new-adult-romance,95601,https://www.goodreads.com/genres/new-adult-romance
new-age,63244,https://www.goodreads.com/genres/new-age
new-testament,21697,https://www.goodreads.com/genres/new-testament
new-weird,18555,https://www.goodreads.com/genres/new-weird
new-york,249908,https://www.goodreads.com/genres/new-york
niger,929,https://www.goodreads.com/genres/niger
nigeria,17793,https://www.goodreads.com/genres/nigeria
noir,217048,https://www.goodreads.com/genres/noir
non-fiction,10856862,https://www.goodreads.com/genres/non-fiction
nordic-noir,27911,https://www.goodreads.com/genres/nordic-noir
norman,6457,https://www.goodreads.com/genres/norman
north-american-history,9661,https://www.goodreads.com/genres/north-american-history
northern-africa,3142,https://www.goodreads.com/genres/northern-africa
novella,671591,https://www.goodreads.com/genres/novella
novels,2242254,https://www.goodreads.com/genres/novels
nsfw,39126,https://www.goodreads.com/genres/nsfw
number,5848,https://www.goodreads.com/genres/number
number-theory,1353,https://www.goodreads.com/genres/number-theory
numeracy,1184,https://www.goodreads.com/genres/numeracy
numerology,1741,https://www.goodreads.com/genres/numerology
numismatics,1113,https://www.goodreads.com/genres/numismatics
nursery-rhymes,8565,https://www.goodreads.com/genres/nursery-rhymes
nursing,22211,https://www.goodreads.com/genres/nursing
nutrition,85541,https://www.goodreads.com/genres/nutrition
occult,146372,https://www.goodreads.com/genres/occult
occult-detective,3370,https://www.goodreads.com/genres/occult-detective
old-english-literature,3478,https://www.goodreads.com/genres/old-english-literature
old-testament,16692,https://www.goodreads.com/genres/old-testament
omegaverse,28878,https://www.goodreads.com/genres/omegaverse
oppositional-defiance-disorder,10,https://www.goodreads.com/genres/oppositional-defiance-disorder
oral-history,6703,https://www.goodreads.com/genres/oral-history
organizational-culture,1314,https://www.goodreads.com/genres/organizational-culture
origami,6044,https://www.goodreads.com/genres/origami
ornithology,4136,https://www.goodreads.com/genres/ornithology
outdoors,68240,https://www.goodreads.com/genres/outdoors
overland-campaign,93,https://www.goodreads.com/genres/overland-campaign
paganism,41063,https://www.goodreads.com/genres/paganism
pakistan,24800,https://www.goodreads.com/genres/pakistan
palaeontology,2642,https://www.goodreads.com/genres/palaeontology
palaeozoology,438,https://www.goodreads.com/genres/palaeozoology
palmistry,716,https://www.goodreads.com/genres/palmistry
paranormal,3259226,https://www.goodreads.com/genres/paranormal
paranormal-mystery,57859,https://www.goodreads.com/genres/paranormal-mystery
paranormal-romance,1203078,https://www.goodreads.com/genres/paranormal-romance
paranormal-urban-fantasy,116308,https://www.goodreads.com/genres/paranormal-urban-fantasy
parenting,415286,https://www.goodreads.com/genres/parenting
pathological-demand-avoidance,440,https://www.goodreads.com/genres/pathological-demand-avoidance
patternmaking,648,https://www.goodreads.com/genres/patternmaking
peak-oil,1873,https://www.goodreads.com/genres/peak-oil
pediatricians,474,https://www.goodreads.com/genres/pediatricians
pediatrics,1607,https://www.goodreads.com/genres/pediatrics
peer-review,1200,https://www.goodreads.com/genres/peer-review
peninsula-campaign,21,https://www.goodreads.com/genres/peninsula-campaign
percy-bysshe-shelley,258,https://www.goodreads.com/genres/percy-bysshe-shelley
personal-development,345980,https://www.goodreads.com/genres/personal-development
personal-finance,36769,https://www.goodreads.com/genres/personal-finance
petrograd,463,https://www.goodreads.com/genres/petrograd
philip-ii-of-spain,7,https://www.goodreads.com/genres/philip-ii-of-spain
philosophy,2340747,https://www.goodreads.com/genres/philosophy
photography,191793,https://www.goodreads.com/genres/photography
phrenology,726,https://www.goodreads.com/genres/phrenology
physical-therapy,2350,https://www.goodreads.com/genres/physical-therapy
physics,150053,https://www.goodreads.com/genres/physics
physiotherapy,1166,https://www.goodreads.com/genres/physiotherapy
picture-books,2077989,https://www.goodreads.com/genres/picture-books
picu,97,https://www.goodreads.com/genres/picu
pirates,99031,https://www.goodreads.com/genres/pirates
planetary-romance,8195,https://www.goodreads.com/genres/planetary-romance
planetary-science,4080,https://www.goodreads.com/genres/planetary-science
planets,9120,https://www.goodreads.com/genres/planets
plantagenet,8169,https://www.goodreads.com/genres/plantagenet
plants,33245,https://www.goodreads.com/genres/plants
plays,634235,https://www.goodreads.com/genres/plays
plus-size,6978,https://www.goodreads.com/genres/plus-size
poetry,2485629,https://www.goodreads.com/genres/poetry
poland,47313,https://www.goodreads.com/genres/poland
police,137571,https://www.goodreads.com/genres/police
polish-literature,35616,https://www.goodreads.com/genres/polish-literature
political-development,986,https://www.goodreads.com/genres/political-development
political-ethics,1265,https://www.goodreads.com/genres/political-ethics
political-science,177639,https://www.goodreads.com/genres/political-science
politics,1539341,https://www.goodreads.com/genres/politics
polyamorous,10278,https://www.goodreads.com/genres/polyamorous
polyamory,21395,https://www.goodreads.com/genres/polyamory
polyandry,1219,https://www.goodreads.com/genres/polyandry
polygamy,5720,https://www.goodreads.com/genres/polygamy
polygyny,59,https://www.goodreads.com/genres/polygyny
pop-culture,167744,https://www.goodreads.com/genres/pop-culture
popular-science,88565,https://www.goodreads.com/genres/popular-science
pornography,3960,https://www.goodreads.com/genres/pornography
portugal,54700,https://www.goodreads.com/genres/portugal
portuguese-literature,19770,https://www.goodreads.com/genres/portuguese-literature
post-apocalyptic,282023,https://www.goodreads.com/genres/post-apocalyptic
poverty,92299,https://www.goodreads.com/genres/poverty
prayer,46006,https://www.goodreads.com/genres/prayer
prehistoric,10492,https://www.goodreads.com/genres/prehistoric
prehistory,18741,https://www.goodreads.com/genres/prehistory
pre-k,36912,https://www.goodreads.com/genres/pre-k
pre-raphaelite,1366,https://www.goodreads.com/genres/pre-raphaelite
preservation,4290,https://www.goodreads.com/genres/preservation
presidents,66821,https://www.goodreads.com/genres/presidents
pretoria,477,https://www.goodreads.com/genres/pretoria
princesses,42717,https://www.goodreads.com/genres/princesses
productivity,109605,https://www.goodreads.com/genres/productivity
professors,5505,https://www.goodreads.com/genres/professors
programming,170327,https://www.goodreads.com/genres/programming
programming-languages,3951,https://www.goodreads.com/genres/programming-languages
prostitution,24212,https://www.goodreads.com/genres/prostitution
pseudomedicine,71,https://www.goodreads.com/genres/pseudomedicine
pseudoscience,16034,https://www.goodreads.com/genres/pseudoscience
psychiatry,33816,https://www.goodreads.com/genres/psychiatry
psychoanalysis,41083,https://www.goodreads.com/genres/psychoanalysis
psychohistory,1547,https://www.goodreads.com/genres/psychohistory
psychological-thriller,213405,https://www.goodreads.com/genres/psychological-thriller
psychology,1540801,https://www.goodreads.com/genres/psychology
public-transport,7303,https://www.goodreads.com/genres/public-transport
pulp,162853,https://www.goodreads.com/genres/pulp
